"site_name","date","visit","plant_ID","Miner","GCS","GCS_damaged","GCS_lecan","Helmet","num_flatids","vine_cover","CBB","CBB_den","Obs_roya","roya","lecani","lecani_den","myco","myco_den","snail","snail_den","mite","mite_den"
"PONC1*","1/14/19",6,11,38,2,4,0,0,3,0,2,4,"W",0,0,0,0,0,0,0,0,0
"PONC1*","1/14/19",6,12,36,0,0,0,0,0,0,0,0,"I",0,0,0,0,0,0,0,0,0
"PONC1*","1/14/19",6,13,15,0,0,0,0,7,0,0,0,"W",0,0,0,0,0,0,0,0,0
"PONC1*","1/14/19",6,14,15,0,0,0,0,2,0,0,0,"I",0,0,0,0,0,0,0,0,0
"PONC1*","1/14/19",6,15,77,2,5,4,0,4,0,0,0,"W",0,0,0,0,0,0,0,0,0
"PONC1*","1/14/19",6,16,67,1,6,3,0,7,0,22,26,"I",0,0,0,0,0,0,0,0,0
"PONC1*","1/14/19",6,17,46,8,4,0,0,4,0,0,2,"W",0,0,0,0,0,0,0,0,0
"PONC1*","1/14/19",6,18,36,2,6,3,0,1,0,0,0,"I",0,0,0,0,0,0,0,0,0
"PONC1*","1/14/19",6,19,82,6,4,0,0,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"PONC1*","1/14/19",6,20,39,5,4,0,0,0,0,0,0,"I",0,0,0,0,0,0,0,0,0
"YAUC3","1/15/19",6,1,35,0,4,8,4,0,0,8,35,"W",0,0,0,0,0,0,0,0,0
"YAUC3","1/15/19",6,2,25,0,3,8,2,0,0,0,0,"I",0,0,0,0,0,0,0,0,0
"YAUC3","1/15/19",6,3,34,0,3,7,3,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"YAUC3","1/15/19",6,4,37,0,1,6,1,0,0,0,0,"I",0,0,0,0,0,0,0,0,0
"YAUC3","1/15/19",6,5,25,0,3,6,2,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"YAUC3","1/15/19",6,6,40,0,3,10,3,1,0,0,0,"I",0,0,0,0,0,0,0,0,0
"YAUC3","1/15/19",6,7,16,0,3,6,4,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"YAUC3","1/15/19",6,8,10,0,2,5,2,0,0,0,0,"I",0,0,0,0,0,0,0,0,0
"YAUC3","1/15/19",6,9,12,1,3,7,2,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"YAUC3","1/15/19",6,10,14,0,3,5,1,0,0,0,0,"I",0,0,0,0,0,0,0,0,0
"YAUC3","1/15/19",6,11,38,0,4,3,2,0,0,24,24,"W",0,0,0,0,0,0,0,0,0
"YAUC3","1/15/19",6,12,27,0,2,7,3,3,0,10,10,"I",0,0,0,0,0,0,0,0,0
"YAUC3","1/15/19",6,13,4,0,0,0,0,0,0,16,16,"W",0,0,0,0,0,0,0,0,0
"YAUC3","1/15/19",6,14,2,0,0,0,0,0,0,36,57,"I",0,0,0,0,0,0,0,0,0
"YAUC3","1/15/19",6,15,25,0,3,6,4,0,0,9,28,"W",0,0,0,0,0,0,0,0,0
"YAUC3","1/15/19",6,16,23,0,3,5,2,0,0,16,17,"I",0,0,0,0,0,0,0,0,0
"YAUC3","1/15/19",6,17,26,0,0,0,0,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"YAUC3","1/15/19",6,18,15,0,3,7,6,0,0,1,1,"I",0,0,0,0,0,0,0,0,0
"YAUC3","1/15/19",6,19,35,0,2,5,2,0,0,22,42,"W",0,0,0,0,0,0,0,0,0
"YAUC3","1/15/19",6,20,40,0,4,8,8,0,0,8,10,"I",0,0,0,0,0,0,0,0,0
"LASM1*","1/16/19",6,1,2,0,0,0,0,36,0,0,0,"W",0,0,0,0,0,0,0,0,0
"LASM1*","1/16/19",6,2,16,0,0,0,0,132,0,0,4,"I",0,0,0,0,0,0,0,0,0
"LASM1*","1/16/19",6,3,4,0,0,0,0,113,0,0,2,"W",0,0,0,0,0,0,0,0,0
"LASM1*","1/16/19",6,4,22,0,0,0,0,69,0,0,0,"I",0,0,0,0,0,0,0,0,0
"LASM1*","1/16/19",6,5,11,0,0,0,0,34,0,1,18,"W",0,0,0,0,0,0,0,0,0
"LASM1*","1/16/19",6,6,31,0,0,0,0,15,0,0,0,"I",0,0,0,0,0,0,0,0,0
"LASM1*","1/16/19",6,7,3,0,0,0,0,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"LASM1*","1/16/19",6,8,14,3,2,2,0,18,0,0,0,"I",0,0,0,0,0,0,0,0,0
"LASM1*","1/16/19",6,9,27,0,0,0,0,61,0,0,75,"W",0,0,0,0,0,0,0,0,0
"LASM1*","1/16/19",6,10,11,0,0,0,0,54,0,0,1,"I",0,0,0,0,0,0,0,0,0
"LASM1*","1/16/19",6,11,11,0,0,0,0,92,0,0,0,"W",0,0,0,0,0,0,0,0,0
"LASM1*","1/16/19",6,12,17,0,0,0,0,194,0,3,12,"I",0,0,0,0,0,0,0,0,0
"LASM1*","1/16/19",6,13,6,0,0,0,0,35,10,1,8,"W",0,0,0,0,0,0,0,0,0
"LASM1*","1/16/19",6,14,16,0,0,0,0,40,0,4,20,"I",0,0,0,0,0,0,0,0,0
"LASM1*","1/16/19",6,15,8,0,0,0,0,13,0,0,11,"W",0,0,0,0,0,0,0,0,0
"LASM1*","1/16/19",6,16,16,0,0,0,0,41,0,0,0,"I",0,0,0,0,0,0,0,0,0
"LASM1*","1/16/19",6,17,10,0,0,0,0,0,15,0,19,"W",0,0,0,0,0,0,0,0,0
"LASM1*","1/16/19",6,18,9,0,0,0,0,2,0,0,0,"I",0,0,0,0,0,0,0,0,0
"LASM1*","1/16/19",6,19,17,0,0,0,0,63,0,1,11,"W",0,0,0,0,0,0,0,0,0
"LASM1*","1/16/19",6,20,14,0,0,0,0,61,0,1,2,"I",0,0,0,0,0,0,0,0,0
"LASM2","1/16/19",6,1,4,0,0,0,0,1,0,0,0,"W",37,5,0.2,1,0.04,0,0,3,0.12
"LASM2","1/16/19",6,2,11,0,0,0,0,3,10,0,0,"I",60,2,0.08,0,0,0,0,0,0
"LASM2","1/16/19",6,3,8,0,0,0,0,3,0,0,0,"W",65,0,0,0,0,0,0,0,0
"LASM2","1/16/19",6,4,3,0,0,0,0,3,50,0,0,"I",68,0,0,0,0,0,0,0,0
"LASM2","1/16/19",6,5,10,0,0,0,0,5,10,0,0,"W",65,4,0.16,1,0.04,0,0,0,0
"LASM2","1/16/19",6,6,10,0,0,0,0,0,0,0,0,"I",31,1,0.04,0,0,0,0,0,0
"LASM2","1/16/19",6,7,7,0,0,0,0,9,2,0,0,"W",29,3,0.12,1,0.04,0,0,0,0
"LASM2","1/16/19",6,8,9,0,0,0,0,0,40,0,0,"I",33,0,0,0,0,0,0,0,0
"LASM2","1/16/19",6,9,6,0,0,0,0,4,0,0,3,"W",0,0,0,0,0,0,0,0,0
"LASM2","1/16/19",6,10,3,0,0,0,0,44,0,12,42,"I",0,0,0,0,0,0,0,0,0
"LASM2","1/16/19",6,11,13,0,0,0,0,15,0,6,37,"W",25,0,0,0,0,0,0,0,0
"LASM2","1/16/19",6,12,9,0,0,0,0,0,0,0,0,"I",10,1,0.04,0,0,0,0,0,0
"LASM2","1/16/19",6,13,7,0,0,0,0,1,0,0,0,"W",12,0,0,0,0,0,0,0,0
"LASM2","1/16/19",6,14,8,0,0,0,0,0,0,0,0,"I",19,0,0,0,0,0,0,0,0
"LASM2","1/16/19",6,15,12,0,0,0,0,8,35,0,0,"W",66,3,0.12,0,0,0,0,0,0
"LASM2","1/16/19",6,16,11,0,0,0,0,16,0,4,34,"I",0,0,0,0,0,0,0,0,0
"LASM2","1/16/19",6,17,10,0,0,0,0,3,0,0,0,"W",14,0,0,0,0,0,0,0,0
"LASM2","1/16/19",6,18,0,0,0,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,0
"LASM2","1/16/19",6,19,0,0,0,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,0
"LASM2","1/16/19",6,20,23,0,0,0,0,8,0,0,0,"I",31,3,0.12,0,0,0,0,0,0
"LASM3","1/16/19",6,1,0,7,2,2,2,0,0,0,0,"W",54,1,0.04,1,0.04,0,0,0,0
"LASM3","1/16/19",6,2,7,0,0,0,0,0,2,0,0,"I",45,0,0,0,0,0,0,0,0
"LASM3","1/16/19",6,3,7,4,1,1,0,6,45,0,0,"W",56,0,0,0,0,0,0,0,0
"LASM3","1/16/19",6,4,1,0,0,0,0,0,0,0,0,"I",9,0,0,0,0,0,0,0,0
"LASM3","1/16/19",6,5,6,0,0,0,0,1,0,0,0,"W",72,0,0,0,0,0,0,0,0
"LASM3","1/16/19",6,6,3,0,0,0,0,0,0,0,0,"I",28,0,0,0,0,0,0,0,0
"LASM3","1/16/19",6,7,15,4,4,2,1,0,0,0,0,"W",56,0,0,0,0,0,0,1,0.04
"LASM3","1/16/19",6,8,1,0,0,0,0,0,0,0,0,"I",16,1,0.04,0,0,0,0,0,0
"LASM3","1/16/19",6,9,4,0,0,0,0,0,5,0,0,"W",68,0,0,0,0,0,0,0,0
"LASM3","1/16/19",6,10,5,0,0,0,0,2,60,0,0,"I",62,1,0.04,0,0,0,0,0,0
"LASM3","1/16/19",6,11,9,0,0,0,0,0,0,0,0,"W",57,5,0.2,0,0,0,0,2,0.08
"LASM3","1/16/19",6,12,3,0,0,0,0,0,0,0,0,"I",40,0,0,0,0,0,0,0,0
"LASM3","1/16/19",6,13,4,0,0,0,0,0,35,0,0,"W",72,0,0,0,0,0,0,0,0
"LASM3","1/16/19",6,14,10,0,0,0,0,2,0,0,0,"I",43,0,0,0,0,0,0,0,0
"LASM3","1/16/19",6,15,5,0,0,0,0,5,0,0,0,"W",36,1,0.04,0,0,0,0,0,0
"LASM3","1/16/19",6,16,4,4,4,0,2,1,0,0,0,"I",68,0,0,0,0,0,0,0,0
"LASM3","1/16/19",6,17,2,0,0,0,0,0,0,0,0,"W",104,2,0.08,2,0.08,0,0,0,0
"LASM3","1/16/19",6,18,2,0,0,0,0,0,0,0,0,"W",6,0,0,0,0,0,0,0,0
"LASM3","1/16/19",6,19,5,0,0,0,0,0,0,0,0,"W",28,0,0,0,0,0,0,0,0
"LASM3","1/16/19",6,20,5,0,0,0,0,1,0,0,0,"I",16,1,0.04,0,0,0,0,0,0
"UTUA20*","1/17/19",6,1,20,0,0,0,0,2,0,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA20*","1/17/19",6,2,34,0,0,0,0,8,0,0,6,"I",0,0,0,0,0,0,0,0,0
"UTUA20*","1/17/19",6,3,56,0,0,0,0,0,0,1,2,"A",0,0,0,0,0,0,0,0,0
"UTUA20*","1/17/19",6,4,25,0,0,0,0,2,0,0,0,"W",79,9,0.36,3,0.12,0,0,0,0
"UTUA20*","1/17/19",6,5,20,0,0,0,0,0,0,0,11,"I",2,0,0,0,0,0,0,0,0
"UTUA20*","1/17/19",6,6,37,0,0,0,0,0,0,1,9,"A",52,10,0.4,0,0,0,0,0,0
"UTUA20*","1/17/19",6,7,34,0,0,0,0,6,0,1,8,"W",0,0,0,0,0,0,0,0,0
"UTUA20*","1/17/19",6,8,18,0,0,0,0,0,0,7,10,"I",4,1,0.04,0,0,0,0,0,0
"UTUA20*","1/17/19",6,9,11,0,0,0,0,0,0,0,5,"A",0,0,0,0,0,0,0,0,0
"UTUA20*","1/17/19",6,10,18,0,0,0,0,0,0,0,0,"W",44,4,0.16,0,0,0,0,0,0
"UTUA20*","1/17/19",6,11,72,0,0,0,0,27,0,0,4,"I",0,0,0,0,0,0,0,0,0
"UTUA20*","1/17/19",6,12,26,0,0,0,0,6,0,0,2,"A",0,0,0,0,0,0,0,0,0
"UTUA20*","1/17/19",6,13,20,0,0,0,0,0,0,2,11,"W",0,0,0,0,0,0,0,0,0
"UTUA20*","1/17/19",6,14,22,0,0,0,0,0,35,1,4,"I",210,20,0.8,6,0.24,0,0,0,0
"UTUA20*","1/17/19",6,15,33,0,0,0,0,1,0,0,3,"A",0,0,0,0,0,0,0,0,0
"UTUA20*","1/17/19",6,16,36,0,0,0,0,0,0,0,0,"W",27,6,0.24,0,0,0,0,0,0
"UTUA20*","1/17/19",6,17,32,0,0,0,0,1,0,4,12,"I",0,0,0,0,0,0,0,0,0
"UTUA20*","1/17/19",6,18,33,0,0,0,0,0,0,6,23,"A",0,0,0,0,0,0,0,0,0
"UTUA20*","1/17/19",6,19,26,0,0,0,0,8,0,2,6,"W",0,0,0,0,0,0,0,0,0
"UTUA20*","1/17/19",6,20,19,0,0,0,0,7,0,1,1,"I",0,0,0,0,0,0,0,0,0
"UTUA13","1/17/19",6,2,10,0,0,0,0,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA13","1/17/19",6,4,0,0,0,0,0,0,0,0,0,"A",0,0,0,0,0,0,0,0,0
"UTUA13","1/17/19",6,9,22,0,0,0,0,10,0,7,9,"I",0,0,0,0,0,0,0,0,0
"UTUA13","1/17/19",6,10,7,0,0,0,0,0,0,0,3,"W",0,0,0,0,0,0,0,0,0
"UTUA13","1/17/19",6,11,10,0,0,0,0,7,0,0,1,"A",0,0,0,0,0,0,0,0,0
"UTUA13","1/17/19",6,12,1,0,0,0,0,1,0,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA13","1/17/19",6,14,20,0,0,0,0,0,5,0,1,"A",0,0,0,0,0,0,0,0,0
"UTUA13","1/17/19",6,16,19,0,0,0,0,0,0,0,0,"I",0,0,0,0,0,0,0,0,0
"UTUA13","1/17/19",6,17,27,0,0,0,0,4,0,0,6,"W",0,0,0,0,0,0,0,0,0
"UTUA13","1/17/19",6,18,19,0,0,0,0,3,0,3,14,"A",0,0,0,0,0,0,0,0,0
"UTUA13","1/17/19",6,20,5,0,0,0,0,8,0,2,7,"I",0,0,0,0,0,0,0,0,0
"UTUA13","1/17/19",6,21,2,0,0,0,0,0,0,0,0,"W",7,0,0,0,0,0,0,0,0
"UTUA13","1/17/19",6,22,39,0,0,0,0,3,0,0,0,"A",0,0,0,0,0,0,0,0,0
"UTUA13","1/17/19",6,23,2,0,0,0,0,9,0,0,2,"I",0,0,0,0,0,0,0,0,0
"UTUA13","1/17/19",6,26,5,0,0,0,0,1,0,0,10,"W",0,0,0,0,0,0,0,0,0
"UTUA13","1/17/19",6,28,8,0,0,0,0,17,20,0,0,"A",179,0,0,4,0.16,0,0,0,0
"UTUA13","1/17/19",6,29,19,0,0,0,0,6,0,0,0,"I",0,0,0,0,0,0,0,0,0
"UTUA13","1/17/19",6,30,21,0,0,0,0,2,0,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA13","1/17/19",6,31,16,0,0,0,0,2,0,0,1,"A",0,0,0,0,0,0,0,0,0
"UTUA13","1/17/19",6,32,16,0,0,0,0,3,15,0,0,"I",0,0,0,0,0,0,0,0,0
"UTUA30*","1/18/19",6,1,16,0,5,8,0,3,0,0,0,"W",174,5,0.2,0,0,0,0,0,0
"UTUA30*","1/18/19",6,2,18,0,4,8,0,0,0,0,0,"A",115,4,0.16,1,0.04,0,0,0,0
"UTUA30*","1/18/19",6,3,13,0,3,8,0,0,0,0,0,"I",158,4,0.16,0,0,0,0,0,0
"UTUA30*","1/18/19",6,4,14,0,2,6,1,0,0,0,5,"W",222,1,0.04,0,0,0,0,0,0
"UTUA30*","1/18/19",6,5,31,0,6,9,1,0,0,0,0,"A",0,0,0,0,0,0,0,0,0
"UTUA30*","1/18/19",6,6,24,1,6,11,2,2,0,0,2,"I",0,0,0,0,0,0,0,0,0
"UTUA30*","1/18/19",6,7,4,0,3,6,0,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA30*","1/18/19",6,8,13,0,2,7,0,2,0,0,0,"A",151,6,0.24,1,0.04,0,0,0,0
"UTUA30*","1/18/19",6,9,4,0,4,10,0,0,0,0,0,"I",71,3,0.12,1,0.04,0,0,0,0
"UTUA30*","1/18/19",6,10,20,0,2,5,0,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA30*","1/18/19",6,11,70,0,7,12,0,7,0,0,6,"A",58,6,0.24,0,0,0,0,0,0
"UTUA30*","1/18/19",6,12,37,0,4,5,0,0,0,0,0,"I",0,0,0,0,0,0,0,0,0
"UTUA30*","1/18/19",6,13,23,0,6,9,0,6,0,26,100,"W",0,0,0,0,0,0,0,0,0
"UTUA30*","1/18/19",6,14,24,0,5,10,1,0,0,0,1,"A",61,6,0.24,0,0,0,0,0,0
"UTUA30*","1/18/19",6,15,21,0,5,7,0,0,0,0,0,"I",0,0,0,0,0,0,0,0,0
"UTUA30*","1/18/19",6,16,41,0,6,9,1,10,0,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA30*","1/18/19",6,17,7,0,1,3,0,0,0,0,0,"A",0,0,0,0,0,0,0,0,0
"UTUA30*","1/18/19",6,18,12,0,0,0,0,0,0,0,0,"I",0,0,0,0,0,0,0,0,0
"UTUA30*","1/18/19",6,19,17,0,3,9,1,17,0,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA30*","1/18/19",6,20,8,0,0,0,0,0,0,0,0,"A",0,0,0,0,0,0,0,0,0
"UTUA10","1/18/19",6,1,47,0,4,10,1,1,0,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA10","1/18/19",6,2,24,0,1,4,0,0,3,0,3,"A",0,0,0,0,0,0,0,0,0
"UTUA10","1/18/19",6,3,13,0,2,6,0,0,5,0,0,"I",0,0,0,0,0,0,0,0,0
"UTUA10","1/18/19",6,4,21,0,4,9,0,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA10","1/18/19",6,5,26,0,3,5,1,0,25,0,0,"A",0,0,0,0,0,0,0,0,0
"UTUA10","1/18/19",6,6,19,0,0,0,0,12,85,0,0,"I",0,0,0,0,0,0,0,0,0
"UTUA10","1/18/19",6,7,14,0,2,5,0,0,75,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA10","1/18/19",6,8,49,0,5,8,0,4,0,1,1,"A",0,0,0,0,0,0,0,0,0
"UTUA10","1/18/19",6,9,0,0,0,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,0
"UTUA10","1/18/19",6,10,12,0,0,0,0,0,0,0,2,"W",0,0,0,0,0,0,0,0,0
"UTUA10","1/18/19",6,11,23,0,4,8,1,9,0,0,4,"A",0,0,0,0,0,0,0,0,0
"UTUA10","1/18/19",6,12,25,0,3,7,0,0,0,1,3,"I",0,0,0,0,0,0,0,0,0
"UTUA10","1/18/19",6,13,27,0,4,7,0,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA10","1/18/19",6,14,52,0,0,0,0,0,0,0,0,"A",29,0,0,0,0,0,0,0,0
"UTUA10","1/18/19",6,15,32,0,4,10,0,1,5,0,0,"I",0,0,0,0,0,0,0,0,0
"UTUA10","1/18/19",6,16,40,0,5,8,3,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA10","1/18/19",6,17,0,0,0,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,0
"UTUA10","1/18/19",6,18,0,0,0,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,0
"UTUA10","1/18/19",6,19,20,0,1,6,2,0,40,0,0,"W",5,1,0.04,0,0,0,0,0,0
"UTUA10","1/18/19",6,20,22,0,2,8,2,0,25,0,0,"A",0,0,0,0,0,0,0,0,0
"ADJU8","1/21/19",6,1,2,0,0,0,0,0,0,4,33,"W",34,2,0.08,1,0.04,0,0,0,0
"ADJU8","1/21/19",6,2,4,0,0,0,0,0,0,5,62,"A",41,1,0.04,2,0.08,0,0,0,0
"ADJU8","1/21/19",6,3,6,0,0,0,0,0,0,2,82,"W",123,8,0.32,6,0.24,0,0,0,0
"ADJU8","1/21/19",6,4,5,0,0,0,0,1,10,8,58,"A",107,0,0,2,0.08,0,0,0,0
"ADJU8","1/21/19",6,5,0,0,0,0,0,0,0,2,25,"W",32,0,0,0,0,0,0,0,0
"ADJU8","1/21/19",6,6,6,0,0,0,0,1,60,9,44,"A",59,0,0,0,0,0,0,0,0
"ADJU8","1/21/19",6,7,8,0,0,0,0,0,10,1,26,"W",114,5,0.2,7,0.28,0,0,0,0
"ADJU8","1/21/19",6,8,7,0,0,0,0,1,0,0,0,"A",0,0,0,0,0,0,0,0,0
"ADJU8","1/21/19",6,9,2,0,0,0,0,1,0,23,57,"W",155,6,0.24,3,0.12,0,0,0,0
"ADJU8","1/21/19",6,10,3,0,0,0,0,1,70,12,58,"A",162,0,0,0,0,0,0,0,0
"ADJU8","1/21/19",6,11,0,0,0,0,0,1,5,3,10,"W",17,3,0.12,1,0.04,0,0,0,0
"ADJU8","1/21/19",6,12,6,0,0,0,0,0,0,0,24,"A",83,5,0.2,5,0.2,0,0,0,0
"ADJU8","1/21/19",6,13,4,0,0,0,0,1,30,0,9,"W",64,2,0.08,1,0.04,0,0,0,0
"ADJU8","1/21/19",6,14,1,0,0,0,0,0,10,3,92,"A",33,0,0,1,0.04,0,0,0,0
"ADJU8","1/21/19",6,15,3,0,0,0,0,0,30,6,36,"W",22,0,0,0,0,0,0,0,0
"ADJU8","1/21/19",6,16,6,0,0,0,0,0,25,9,40,"A",94,0,0,0,0,0,0,0,0
"ADJU8","1/21/19",6,17,4,0,0,0,0,0,25,8,100,"W",121,0,0,0,0,0,0,0,0
"ADJU8","1/21/19",6,18,4,0,0,0,0,0,35,11,78,"A",88,1,0.04,0,0,0,0,0,0
"ADJU8","1/21/19",6,19,1,0,0,0,0,1,0,7,46,"W",75,0,0,0,0,0,0,0,0
"ADJU8","1/21/19",6,20,5,0,0,0,0,0,75,1,5,"A",78,0,0,0,0,0,0,0,0
"ADJU7","1/21/19",6,1,9,0,0,0,0,10,0,0,0,"W",0,0,0,0,0,0,0,0,0
"ADJU7","1/21/19",6,3,8,0,0,0,0,24,0,0,1,"A",0,0,0,0,0,0,0,0,0
"ADJU7","1/21/19",6,9,0,0,0,0,0,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"ADJU7","1/21/19",6,13,1,0,0,0,0,31,0,7,11,"A",0,0,0,0,0,0,0,0,0
"ADJU7","1/21/19",6,14,0,0,0,0,0,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"ADJU7","1/21/19",6,16,0,0,0,0,0,0,0,0,0,"A",0,0,0,0,0,0,0,0,0
"ADJU7","1/21/19",6,19,2,0,0,0,0,2,0,0,0,"W",57,1,0.04,0,0,0,0,0,0
"ADJU7","1/21/19",6,20,8,0,0,0,0,122,0,2,2,"A",3,2,0.08,0,0,0,0,0,0
"ADJU7","1/21/19",6,21,6,0,0,0,0,35,0,6,6,"W",124,0,0,0,0,0,0,0,0
"ADJU7","1/21/19",6,24,5,0,0,0,0,36,0,0,0,"A",53,0,0,0,0,0,0,0,0
"ADJU7","1/21/19",6,25,0,0,0,0,0,9,0,0,0,"W",86,0,0,0,0,0,0,0,0
"ADJU7","1/21/19",6,27,6,0,0,0,0,9,2,9,9,"A",0,0,0,0,0,0,0,0,0
"ADJU7","1/21/19",6,31,4,0,0,0,0,28,0,0,0,"W",0,0,0,0,0,0,0,0,0
"ADJU7","1/21/19",6,32,4,0,0,0,0,14,0,15,15,"A",14,0,0,0,0,0,0,0,0
"ADJU7","1/21/19",6,34,3,0,0,0,0,7,0,10,12,"W",48,0,0,0,0,0,0,0,0
"ADJU7","1/21/19",6,36,6,0,0,0,0,19,0,89,100,"A",90,0,0,0,0,0,0,0,0
"ADJU7","1/21/19",6,41,2,0,0,0,0,28,0,2,2,"W",12,0,0,0,0,0,0,0,0
"ADJU7","1/21/19",6,44,12,0,0,0,0,7,0,1,1,"A",0,0,0,0,0,0,0,0,0
"ADJU7","1/21/19",6,46,10,0,0,0,0,56,0,14,16,"W",0,0,0,0,0,0,0,0,0
"ADJU7","1/21/19",6,47,1,0,0,0,0,1,0,3,3,"A",5,0,0,0,0,0,0,0,0
"UTUA17*","1/25/19",6,1,10,0,0,0,0,46,0,1,24,"W",0,0,0,0,0,0,0,0,0
"UTUA17*","1/25/19",6,2,29,0,2,4,2,42,0,4,9,"A",0,0,0,0,0,0,0,0,0
"UTUA17*","1/25/19",6,3,18,0,0,0,0,40,0,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA17*","1/25/19",6,4,26,0,0,0,0,56,0,0,0,"A",0,0,0,0,0,0,0,0,0
"UTUA17*","1/25/19",6,5,34,0,3,7,1,63,0,0,1,"W",0,0,0,0,0,0,0,0,0
"UTUA17*","1/25/19",6,6,12,0,4,5,1,54,0,0,0,"A",0,0,0,0,0,0,0,0,0
"UTUA17*","1/25/19",6,7,17,0,0,0,0,40,0,0,3,"W",0,0,0,0,0,0,0,0,0
"UTUA17*","1/25/19",6,8,27,0,5,4,2,128,0,0,0,"A",0,0,0,0,0,0,0,0,0
"UTUA17*","1/25/19",6,9,16,0,4,5,2,143,0,0,4,"W",0,0,0,0,0,0,0,0,0
"UTUA17*","1/25/19",6,10,22,0,0,0,0,144,0,0,0,"A",0,0,0,0,0,0,0,0,0
"UTUA17*","1/25/19",6,11,21,0,2,5,0,70,0,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA17*","1/25/19",6,12,40,0,5,4,4,51,0,0,0,"A",0,0,0,0,0,0,0,0,0
"UTUA17*","1/25/19",6,13,33,0,0,0,0,141,0,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA17*","1/25/19",6,14,10,0,5,5,2,28,0,0,2,"A",0,0,0,0,0,0,0,0,0
"UTUA17*","1/25/19",6,15,23,0,4,8,3,41,0,3,6,"W",0,0,0,0,0,0,0,0,0
"UTUA17*","1/25/19",6,16,39,0,4,6,2,83,0,0,1,"A",0,0,0,0,0,0,0,0,0
"UTUA17*","1/25/19",6,17,30,0,5,5,2,10,0,0,1,"W",0,0,0,0,0,0,0,0,0
"UTUA17*","1/25/19",6,18,19,0,5,6,1,39,0,0,6,"A",0,0,0,0,0,0,0,0,0
"UTUA17*","1/25/19",6,19,40,0,4,7,1,150,0,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA17*","1/25/19",6,20,15,0,0,0,0,101,0,0,1,"A",0,0,0,0,0,0,0,0,0
"UTUA18","1/25/19",6,1,99,0,0,0,0,1,10,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA18","1/25/19",6,2,6,0,0,0,0,0,20,0,0,"A",0,0,0,0,0,0,0,0,0
"UTUA18","1/25/19",6,3,4,0,0,0,0,2,80,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA18","1/25/19",6,4,27,0,0,0,0,0,75,0,0,"A",0,0,0,0,0,0,0,0,0
"UTUA18","1/25/19",6,5,42,0,0,0,0,0,25,0,0,"W",84,18,0.72,2,0.08,0,0,0,0
"UTUA18","1/25/19",6,6,14,0,0,0,0,0,20,0,0,"A",0,0,0,0,0,0,0,0,0
"UTUA18","1/25/19",6,7,16,0,0,0,0,0,70,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA18","1/25/19",6,8,13,0,0,0,0,0,5,0,0,"A",0,0,0,0,0,0,0,0,0
"UTUA18","1/25/19",6,9,0,0,0,0,0,0,0,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA18","1/25/19",6,10,0,0,0,0,0,0,30,0,0,"A",0,0,0,0,0,0,0,0,0
"UTUA18","1/25/19",6,11,1,0,0,0,0,0,80,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA18","1/25/19",6,12,0,0,0,0,0,0,0,0,0,"A",0,0,0,0,0,0,0,0,0
"UTUA18","1/25/19",6,13,8,0,0,0,0,0,90,0,0,"W",0,0,0,0,0,0,0,0,0
"UTUA18","1/25/19",6,14,4,0,0,0,0,0,75,0,0,"A",0,0,0,0,0,0,0,0,0
"UTUA18","1/25/19",6,15,24,0,0,0,0,0,25,0,0,"W",0,0,0,0,0,0,0,0,0
